memory ; 484.963073730468750000, 423.709289550781250000,  ,  ,  23240.3 
memory ; 446.409362792968750000, 383.956542968750000000,  ,  ,  23038.3 
memory ; 468.358276367187500000, 407.212402343750000000,  ,  ,  23149.1 
memory ; 468.924865722656250000, 405.436584472656250000,  ,  ,  23085.6 
memory ; 483.161376953125000000, 423.068176269531250000,  ,  ,  23133.6 
memory ; 451.728698730468750000, 390.131469726562500000,  ,  ,  23119.1 
memory ; 474.477539062500000000, 409.178955078125000000,  ,  ,  23782.2 
memory ; 473.006042480468750000, 411.505859375000000000,  ,  ,  22640.3 
memory ; 486.051086425781250000, 423.786499023437500000,  ,  ,  23031.1 
memory ; 489.391235351562500000, 428.280639648437500000,  ,  ,  22872.7 
memory ; 474.653747558593750000, 406.978515625000000000,  ,  ,  23562.1 
memory ; 485.744628906250000000, 421.395263671875000000,  ,  ,  23035.2 
memory ; 506.825378417968750000, 439.393676757812500000,  ,  ,  23642.6 
memory ; 496.685729980468750000, 430.179931640625000000,  ,  ,  23080.8 
memory ; 476.846984863281250000, 409.027099609375000000,  ,  ,  23352.4 
memory ; 506.618957519531250000, 442.675292968750000000,  ,  ,  23226.5 
memory ; 495.963500976562500000, 430.946960449218750000,  ,  ,  22644.5 
memory ; 476.444152832031250000, 412.553955078125000000,  ,  ,  22959.7 
memory ; 484.205993652343750000, 420.916076660156250000,  ,  ,  22841.7 
memory ; 500.308288574218750000, 435.859558105468750000,  ,  ,  22837 
memory ; 494.157958984375000000, 428.790649414062500000,  ,  ,  22634.9 
memory ; 490.530700683593750000, 426.426086425781250000,  ,  ,  22996.2 
memory ; 480.973022460937500000, 414.449462890625000000,  ,  ,  23362.2 
memory ; 483.466064453125000000, 415.777832031250000000,  ,  ,  23311.7 
memory ; 444.688842773437500000, 376.508178710937500000,  ,  ,  23336.5 
memory ; 485.604492187500000000, 421.984924316406250000,  ,  ,  22717.6 
memory ; 473.643371582031250000, 408.843566894531250000,  ,  ,  22960.3 
memory ; 473.933288574218750000, 407.154418945312500000,  ,  ,  22880.3 
memory ; 490.107360839843750000, 428.003723144531250000,  ,  ,  22649.6 
memory ; 483.069458007812500000, 416.171691894531250000,  ,  ,  23277.4 
memory ; 461.558654785156250000, 396.551208496093750000,  ,  ,  22849.5 
memory ; 458.390625000000000000, 391.635437011718750000,  ,  ,  23045.3 
memory ; 470.776977539062500000, 405.526367187500000000,  ,  ,  23028.9 
memory ; 485.143737792968750000, 422.075866699218750000,  ,  ,  23074.6 
memory ; 457.575866699218750000, 391.488342285156250000,  ,  ,  22965 
memory ; 486.473144531250000000, 419.943847656250000000,  ,  ,  23395.7 
memory ; 461.640869140625000000, 395.582763671875000000,  ,  ,  23259.7 
memory ; 453.344482421875000000, 388.517272949218750000,  ,  ,  22336 
memory ; 473.405883789062500000, 407.487304687500000000,  ,  ,  23683.7 
memory ; 464.967590332031250000, 398.545166015625000000,  ,  ,  23178.7 
memory ; 486.184326171875000000, 421.979003906250000000,  ,  ,  23274.9 
memory ; 482.670288085937500000, 414.305053710937500000,  ,  ,  23872.7 
memory ; 467.377563476562500000, 400.906677246093750000,  ,  ,  23096.2 
memory ; 472.320434570312500000, 403.843811035156250000,  ,  ,  23773.8 
memory ; 448.165039062500000000, 382.178771972656250000,  ,  ,  22999.7 
memory ; 486.147399902343750000, 418.952148437500000000,  ,  ,  24010.5 
memory ; 472.565246582031250000, 408.721313476562500000,  ,  ,  22935.5 
memory ; 469.770935058593750000, 403.982360839843750000,  ,  ,  23262.6 
memory ; 480.359191894531250000, 414.121704101562500000,  ,  ,  23268.3 
memory ; 470.802429199218750000, 405.742675781250000000,  ,  ,  23003.8 
memory ; 473.785827636718750000, 407.015136718750000000,  ,  ,  23182.6 
memory ; 450.700683593750000000, 386.175476074218750000,  ,  ,  22955.1 
memory ; 463.644287109375000000, 399.784851074218750000,  ,  ,  23028.5 
memory ; 462.136169433593750000, 395.737854003906250000,  ,  ,  23773.2 
memory ; 462.973876953125000000, 395.473999023437500000,  ,  ,  23280.3 
memory ; 451.206604003906250000, 386.788879394531250000,  ,  ,  23156.5 
memory ; 448.914611816406250000, 386.635314941406250000,  ,  ,  22722.8 
memory ; 440.309265136718750000, 375.042297363281250000,  ,  ,  22807.3 
memory ; 451.656982421875000000, 387.142456054687500000,  ,  ,  23092.3 
memory ; 456.225219726562500000, 390.515441894531250000,  ,  ,  23124.1 
memory ; 456.178710937500000000, 391.790588378906250000,  ,  ,  23155.9 
memory ; 453.189270019531250000, 389.897888183593750000,  ,  ,  22878.6 
memory ; 458.419677734375000000, 392.456176757812500000,  ,  ,  23945.3 
memory ; 449.147094726562500000, 383.833801269531250000,  ,  ,  23790.5 
memory ; 456.856323242187500000, 389.899536132812500000,  ,  ,  23218.4 
memory ; 437.398498535156250000, 372.659301757812500000,  ,  ,  22726.6 
memory ; 457.321472167968750000, 392.454956054687500000,  ,  ,  23132.1 
memory ; 449.603332519531250000, 382.452514648437500000,  ,  ,  23333.5 
memory ; 451.455261230468750000, 386.187561035156250000,  ,  ,  23464.2 
memory ; 434.735107421875000000, 368.892578125000000000,  ,  ,  23490.2 
memory ; 412.016784667968750000, 348.521301269531250000,  ,  ,  23111.6 
memory ; 418.182312011718750000, 353.415100097656250000,  ,  ,  23322.7 
memory ; 450.679992675781250000, 384.588745117187500000,  ,  ,  23302.9 
memory ; 461.325256347656250000, 394.255737304687500000,  ,  ,  23429.3 
memory ; 453.000305175781250000, 389.437805175781250000,  ,  ,  23191.3 
memory ; 304.122924804687500000, 243.369262695312500000,  ,  ,  23670.2 
memory ; 478.239440917968750000, 412.586608886718750000,  ,  ,  22817.8 
memory ; 447.837280273437500000, 384.081665039062500000,  ,  ,  22214.4 
memory ; 462.619445800781250000, 396.768249511718750000,  ,  ,  23309.9 
memory ; 222.708618164062500000, 167.763061523437500000,  ,  ,  22744.2 
memory ; 486.315551757812500000, 421.057861328125000000,  ,  ,  22820.7 
memory ; 468.485473632812500000, 401.061889648437500000,  ,  ,  23464.9 
memory ; 452.938842773437500000, 387.200927734375000000,  ,  ,  23126.9 
memory ; 454.325317382812500000, 386.871704101562500000,  ,  ,  23665.8 
memory ; 435.189514160156250000, 369.711730957031250000,  ,  ,  23649 
memory ; 276.514465332031250000, 217.810241699218750000,  ,  ,  22885.2 
memory ; 485.787170410156250000, 421.796142578125000000,  ,  ,  23298.4 
memory ; 430.136596679687500000, 365.444335937500000000,  ,  ,  22685.6 
memory ; 462.603881835937500000, 397.099365234375000000,  ,  ,  23738.7 
memory ; 431.090209960937500000, 368.788818359375000000,  ,  ,  22930.8 
memory ; 337.658752441406250000, 271.701049804687500000,  ,  ,  23907 
memory ; 435.599365234375000000, 369.958923339843750000,  ,  ,  23389.2 
memory ; 453.602416992187500000, 392.045898437500000000,  ,  ,  22849.9 
memory ; 451.825500488281250000, 387.631347656250000000,  ,  ,  23124 
memory ; 295.608642578125000000, 232.338806152343750000,  ,  ,  23387 
memory ; 463.790527343750000000, 396.990356445312500000,  ,  ,  23491.5 
memory ; 440.734191894531250000, 374.637878417968750000,  ,  ,  22622.8 
memory ; 450.541320800781250000, 387.403320312500000000,  ,  ,  22921.7 
memory ; 288.300170898437500000, 220.779724121093750000,  ,  ,  26195.7 
memory ; 459.735290527343750000, 394.326232910156250000,  ,  ,  22855.8 
memory ; 465.854736328125000000, 398.663146972656250000,  ,  ,  23709.9 
memory ; 451.732849121093750000, 387.690490722656250000,  ,  ,  23034.9 
memory ; 427.700683593750000000, 365.594665527343750000,  ,  ,  22763.8 
memory ; 233.449951171875000000, 177.033874511718750000,  ,  ,  22146.4 
memory ; 469.834167480468750000, 404.002197265625000000,  ,  ,  23073 
memory ; 454.846984863281250000, 390.224914550781250000,  ,  ,  22665 
memory ; 447.622436523437500000, 380.236206054687500000,  ,  ,  23184.8 
memory ; 331.811767578125000000, 265.351501464843750000,  ,  ,  25397.6 
memory ; 378.304870605468750000, 314.848144531250000000,  ,  ,  23933.7 
memory ; 479.580139160156250000, 413.005249023437500000,  ,  ,  23349.6 
memory ; 450.132019042968750000, 385.618835449218750000,  ,  ,  23254.3 
memory ; 439.979064941406250000, 373.681396484375000000,  ,  ,  23610.1 
memory ; 229.276794433593750000, 178.645324707031250000,  ,  ,  21937.8 
memory ; 460.518188476562500000, 395.929626464843750000,  ,  ,  22863.8 
memory ; 448.898864746093750000, 385.919433593750000000,  ,  ,  22378.8 
memory ; 448.919372558593750000, 382.423156738281250000,  ,  ,  23601.8 
memory ; 318.736999511718750000, 257.182983398437500000,  ,  ,  24628.5 
memory ; 430.649597167968750000, 365.071960449218750000,  ,  ,  22921.1 
memory ; 454.949462890625000000, 388.963378906250000000,  ,  ,  23265.5 
memory ; 445.653015136718750000, 379.563415527343750000,  ,  ,  22945.6 
memory ; 238.567321777343750000, 177.957275390625000000,  ,  ,  24623 
memory ; 467.737182617187500000, 400.630615234375000000,  ,  ,  23674.4 
memory ; 453.037353515625000000, 387.285827636718750000,  ,  ,  23567.6 
memory ; 456.713134765625000000, 390.141113281250000000,  ,  ,  23434.2 
memory ; 425.212585449218750000, 360.670288085937500000,  ,  ,  24139.9 
memory ; 267.055664062500000000, 208.339965820312500000,  ,  ,  23029.9 
memory ; 483.265380859375000000, 416.370605468750000000,  ,  ,  23163.8 
memory ; 448.037719726562500000, 380.691101074218750000,  ,  ,  23337.8 
memory ; 434.631652832031250000, 368.183776855468750000,  ,  ,  23159.1 
memory ; 188.484924316406250000, 133.156738281250000000,  ,  ,  21796.5 
memory ; 449.808593750000000000, 386.097595214843750000,  ,  ,  22820 
memory ; 453.147216796875000000, 386.935119628906250000,  ,  ,  23094.1 
memory ; 437.197998046875000000, 375.824401855468750000,  ,  ,  22811.3 
memory ; 403.089477539062500000, 336.731750488281250000,  ,  ,  24993.3 
memory ; 268.921691894531250000, 218.062133789062500000,  ,  ,  22078.4 
memory ; 447.369201660156250000, 380.429870605468750000,  ,  ,  23405.1 
memory ; 456.941894531250000000, 391.225097656250000000,  ,  ,  23868.6 
memory ; 450.984375000000000000, 384.029174804687500000,  ,  ,  23304.6 
memory ; 277.547668457031250000, 214.467224121093750000,  ,  ,  23932.4 
memory ; 425.735778808593750000, 358.318481445312500000,  ,  ,  23788.8 
memory ; 454.364135742187500000, 389.870605468750000000,  ,  ,  22444.3 
memory ; 456.534179687500000000, 388.390930175781250000,  ,  ,  23643.2 
memory ; 236.390808105468750000, 180.106933593750000000,  ,  ,  23197.3 
memory ; 428.649475097656250000, 369.112915039062500000,  ,  ,  22853.1 
memory ; 450.536376953125000000, 384.878662109375000000,  ,  ,  22459.9 
memory ; 440.220336914062500000, 374.906066894531250000,  ,  ,  23082.9 
memory ; 298.170898437500000000, 238.848693847656250000,  ,  ,  24043.5 
memory ; 375.311096191406250000, 312.854797363281250000,  ,  ,  23093.1 
memory ; 450.963500976562500000, 388.552246093750000000,  ,  ,  22675.9 
memory ; 444.667907714843750000, 379.922668457031250000,  ,  ,  22827.9 
memory ; 311.150756835937500000, 244.638671875000000000,  ,  ,  27487.4 
memory ; 421.938354492187500000, 357.472473144531250000,  ,  ,  23074.1 
memory ; 463.340148925781250000, 398.528320312500000000,  ,  ,  22758.5 
memory ; 447.910461425781250000, 382.573974609375000000,  ,  ,  23714.4 
memory ; 283.507324218750000000, 223.040832519531250000,  ,  ,  24113.6 
memory ; 408.483703613281250000, 346.193115234375000000,  ,  ,  23203.2 
memory ; 445.871826171875000000, 376.741638183593750000,  ,  ,  23794.5 
memory ; 453.916442871093750000, 391.477050781250000000,  ,  ,  23218 
memory ; 281.908081054687500000, 221.521179199218750000,  ,  ,  23980.2 
memory ; 411.944213867187500000, 345.848999023437500000,  ,  ,  23931.6 
memory ; 456.697265625000000000, 392.453369140625000000,  ,  ,  22874.5 
memory ; 442.305969238281250000, 375.697937011718750000,  ,  ,  23238.4 
memory ; 220.157897949218750000, 160.297912597656250000,  ,  ,  23709.9 
memory ; 475.507141113281250000, 410.931030273437500000,  ,  ,  23083.6 
memory ; 467.573791503906250000, 398.907836914062500000,  ,  ,  23780.4 
memory ; 422.154052734375000000, 356.197631835937500000,  ,  ,  24216.9 
memory ; 227.119689941406250000, 171.585632324218750000,  ,  ,  21946.3 
memory ; 469.697937011718750000, 402.493652343750000000,  ,  ,  23713.2 
memory ; 460.859558105468750000, 395.994689941406250000,  ,  ,  23308.9 
memory ; 356.987609863281250000, 288.919311523437500000,  ,  ,  25553.5 
memory ; 373.684387207031250000, 312.696166992187500000,  ,  ,  23671 
memory ; 447.289001464843750000, 380.996948242187500000,  ,  ,  22627.2 
memory ; 440.644653320312500000, 376.745788574218750000,  ,  ,  22787.3 
memory ; 170.156005859375000000, 117.077148437500000000,  ,  ,  22729.3 
memory ; 466.481750488281250000, 401.173339843750000000,  ,  ,  22884.4 
memory ; 459.002929687500000000, 391.843261718750000000,  ,  ,  23390 
memory ; 441.760681152343750000, 375.870483398437500000,  ,  ,  23227.7 
memory ; 208.122802734375000000, 152.940490722656250000,  ,  ,  22695.3 
memory ; 475.266418457031250000, 409.249328613281250000,  ,  ,  23138.6 
memory ; 458.858825683593750000, 393.642517089843750000,  ,  ,  23537.1 
memory ; 379.987792968750000000, 310.195495605468750000,  ,  ,  26761.4 
memory ; 342.769653320312500000, 281.919860839843750000,  ,  ,  23499.3 
memory ; 471.260803222656250000, 407.365173339843750000,  ,  ,  23631.8 
memory ; 444.005615234375000000, 379.184387207031250000,  ,  ,  22999.4 
memory ; 279.995117187500000000, 212.699340820312500000,  ,  ,  26869.6 
memory ; 438.350952148437500000, 372.830566406250000000,  ,  ,  23820.5 
memory ; 455.395202636718750000, 388.472473144531250000,  ,  ,  22818.6 
memory ; 441.009094238281250000, 374.855407714843750000,  ,  ,  22948 
memory ; -261955.759704589843750000, 132.529785156250000000,  ,  ,  22153.8 
memory ; 473.456115722656250000, 409.735229492187500000,  ,  ,  23190.9 
memory ; 440.197509765625000000, 373.125183105468750000,  ,  ,  22879.3 
memory ; 392.728454589843750000, 324.729064941406250000,  ,  ,  26391.1 
memory ; 311.382446289062500000, 247.675292968750000000,  ,  ,  23898.8 
memory ; 475.407775878906250000, 408.524108886718750000,  ,  ,  23417.7 
memory ; 444.498535156250000000, 379.343627929687500000,  ,  ,  23681.2 
memory ; 359.640136718750000000, 290.587829589843750000,  ,  ,  25662.1 
memory ; 344.908630371093750000, 284.550842285156250000,  ,  ,  23857.1 
memory ; 461.485656738281250000, 396.265014648437500000,  ,  ,  23174.5 
memory ; 441.287475585937500000, 375.303100585937500000,  ,  ,  22774.3 
memory ; 282.760192871093750000, 219.336608886718750000,  ,  ,  25222 
